ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"82.193.114.51","elite","AS25521","UA","IPNETUA","43","N/A","5678","socks4","1592","1","2024-01-29T03:47:20.531Z","32","1875","5911"
"103.49.242.193","elite","AS133720","IN","Zess Networks Private Limited","118","Zess Networks Private Limited","5678","socks4","447","1","2024-01-29T03:47:20.943Z","98","5717","5817"
"154.64.217.128","elite","AS399291","US","OSNET Wireless","136","OSNet Wireless","36468","socks4","1590","1","2024-01-29T03:47:18.432Z","98","5804","5935"
"175.6.140.135","elite","AS63835","CN","No.293, Wanbao Avenue","216","Chinanet HN","38801","socks5","705","1","2024-01-29T03:47:18.643Z","87","5131","5917"
"159.223.118.43","elite","AS14061","US","DigitalOcean, LLC","97","DigitalOcean, LLC","8080","socks4","2695","1","2024-01-29T03:47:17.436Z","93","5497","5904"
"186.251.255.249","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","241","Seanet Telecom Carazinho Eireli","31337","socks4","4408","1","2024-01-29T03:47:17.427Z","99","5888","5932"
"110.34.166.184","elite","AS45652","SG","VPLS-SIN","335","Vpls Sin1","4153","socks4","2791","1","2024-01-29T03:47:17.839Z","99","5831","5895"
"202.75.111.129","elite","AS45710","ID","Yudhawira Khatulistiwa, PT","197","Choice","5678","socks4","3804","1","2024-01-29T03:47:16.127Z","99","5883","5917"
"185.104.219.229","elite","AS60751","YT","ServeByte Ltd","36","ServeByte IE","80","socks4","4795","1","2024-01-29T03:47:16.431Z","100","5855","5868"
"78.38.108.194","elite","AS58224","IR","Iran Telecommunication Company PJS","128","Abol Medical University","1080","socks5","4604","1","2024-01-29T03:47:16.435Z","84","4909","5847"
"182.160.127.236","elite","AS24323","BD","Aamra Networks Limited","197","Aamra Networks Limited","5678","socks4","5004","1","2024-01-29T03:47:15.438Z","97","5735","5905"
"103.86.1.25","elite","AS136371","IN","Airwir Technologies Private Limited","140","Airwir Technologies Private Limited","4145","socks4","4607","1","2024-01-29T03:47:15.831Z","100","5879","5892"
"104.20.179.187","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4103","1","2024-01-29T03:47:15.931Z","100","5836","5836"
"114.99.12.249","elite","AS4134","CN","Chinanet","284","Chinanet AH","8004","socks5","212","1","2024-01-29T03:47:14.036Z","61","3596","5853"
"50.116.60.163","elite","AS63949","US","Akamai Technologies, Inc.","81","Linode","37170","socks4","3308","1","2024-01-29T03:47:13.739Z","98","5696","5802"
"117.102.224.38","elite","AS23756","ID","PT Padi Internet","188","N/A","1080","socks4","2199","1","2024-01-29T03:47:12.345Z","100","5828","5848"
"103.110.184.1","elite","AS137374","ID","Dinas Komunikasi","201","N/A","6037","socks4","3790","1","2024-01-29T03:47:12.731Z","99","5910","5948"
"117.24.80.210","elite","AS4134","CN","Chinanet","227","Chinanet FJ","3829","socks4","3599","1","2024-01-29T03:47:11.120Z","57","3374","5880"
"131.0.87.225","elite","AS262420","BR","Cabonnet Internet Ltda","206","Cabonnet Internet Ltda","52017","socks4","4494","83","2024-01-29T03:47:11.117Z","97","5740","5899"
"178.212.199.95","elite","AS39065","UA","Southern Telecommunication Company Ltd.","55","SOHONET","1099","socks4","4106","1","2024-01-29T03:47:11.116Z","93","5425","5838"
"106.52.240.130","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","281","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","3997","1","2024-01-29T03:47:11.737Z","75","4407","5846"
"103.141.148.62","elite","AS138890","ID","PT Acehlink Media","243","N/A","5678","socks4","4599","85","2024-01-29T03:47:11.118Z","99","5855","5904"
"104.129.205.9","elite","AS22616","US","ZSCALER, INC.","92","Zscaler, Inc.","10297","socks5","2509","1","2024-01-29T03:47:11.116Z","93","5520","5904"
"74.33.175.72","elite","AS5650","US","Frontier Communications Solutions","114","ADSL Frontier Communications Plymouth NY","8080","socks5","2400","1","2024-01-29T03:47:11.119Z","89","5241","5878"
"192.154.195.76","elite","AS64200","US","Vivid-hosting LLC","199","Vivid-hosting LLC","9000","socks5","3412","1","2024-01-29T03:47:11.438Z","100","5760","5771"
"110.78.186.127","elite","AS131090","TH","CAT-BB","246","N/A","4145","socks4","2224","1","2024-01-29T03:47:11.115Z","67","3975","5972"
"192.99.35.177","elite","AS16276","CA","OVH SAS","82","OVH Hosting, Inc.","36077","socks4","2695","1","2024-01-29T03:47:09.833Z","57","3290","5773"
"119.10.177.90","elite","AS24530","ID","PT. Power Telecom Indonesia","166","Powertel","4145","socks4","4688","1","2024-01-29T03:47:09.834Z","96","5635","5877"
"192.252.215.5","elite","AS46562","US","Performive LLC","136","Performive LLC","16137","socks4","4896","1","2024-01-29T03:47:08.338Z","99","5689","5768"
"101.51.105.245","elite","AS23969","TH","TOT Public Company Limited","200","TOT Public Company Limited","4145","socks4","4901","1","2024-01-29T03:47:08.336Z","49","2894","5901"
"101.231.66.130","elite","AS4812","CN","China Telecom (Group)","176","Chinanet SH","80","socks5","310","1","2024-01-29T03:47:08.337Z","90","5255","5836"
"202.159.30.9","elite","AS9340","ID","PT IndoInternet","197","N/A","443","socks4","1188","1","2024-01-29T03:47:08.335Z","99","5830","5878"
"66.207.184.73","elite","AS7029","US","Windstream Communications LLC","84","Voce Telecom, LLC","5432","socks4","4599","1","2024-01-29T03:47:06.044Z","99","5711","5794"
"185.169.181.15","elite","AS34984","TR","Ates Dc","58","Ibrahim MALA trading as Ates Dc","4145","socks4","3309","1","2024-01-29T03:47:06.441Z","100","5916","5932"
"110.77.163.63","elite","AS131090","TH","CAT Telecom Public Company Limited","221","CAT BB","4145","socks4","437","1","2024-01-29T03:47:06.126Z","87","5084","5867"
"114.99.13.192","elite","AS4134","CN","Chinanet","292","Chinanet AH","8004","socks5","5687","1","2024-01-29T03:47:05.131Z","60","3600","5990"
"186.126.77.200","elite","AS7303","AR","Telecom Argentina S.A.","692","Telecom Personal Bs","1080","socks5","405","1","2024-01-29T03:47:05.133Z","35","2046","5908"
"114.99.11.217","elite","AS4134","CN","Chinanet","186","Chinanet AH","8004","socks4","4195","1","2024-01-29T03:47:05.130Z","61","3634","5924"
"107.150.50.226","elite","AS33387","US","Nocix, LLC","114","home","56970","socks5","2799","1","2024-01-29T03:47:04.727Z","99","5812","5881"
"194.8.47.6","elite","AS35723","RU","Transport Telecom Company Ltd","44","Transport Telecom Company Ltd","8080","socks4","2710","1","2024-01-29T03:47:04.732Z","99","5768","5800"
"197.234.13.55","elite","AS36902","SC","Intelvision","199","Intelvision Ltd","4145","socks4","5202","1","2024-01-29T03:47:04.730Z","99","5902","5936"
"129.205.244.158","elite","AS37678","BW","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","201","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","1080","socks4","2905","1","2024-01-29T03:47:01.345Z","99","5738","5812"
"110.243.2.186","elite","AS4837","CN","China Unicom Hebei Province Network","197","N/A","9999","socks5","4009","1","2024-01-29T03:47:01.427Z","74","4291","5819"
"43.157.8.159","elite","AS132203","DE","Aceville Pte.ltd","12","N/A","443","socks4","3701","1","2024-01-29T03:47:01.441Z","31","1850","5887"
"34.102.179.21","elite","AS396982","US","Google LLC","2","Google Cloud","80","socks4","5097","1","2024-01-29T03:47:01.430Z","100","5748","5748"
"47.52.240.190","elite","AS45102","HK","Alibaba Cloud LLC","296","ALICLOUD-HK","808","socks4","1310","1","2024-01-29T03:46:58.235Z","99","5744","5782"
"92.42.249.58","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun","38","Balkancom","10801","socks4","3402","1","2024-01-29T03:46:58.236Z","78","4508","5768"
"104.16.105.198","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4891","1","2024-01-29T03:46:58.238Z","100","5951","5952"
"38.140.231.10","elite","AS174","US","Cogent Communications","77","N/A","8841","socks4","1305","1","2024-01-29T03:46:58.528Z","99","5789","5875"
"183.89.176.124","elite","AS45629","TH","Triple T Broadband Public Company Limited","196","Triple T Broadband Public Company Limited","4153","socks4","4796","1","2024-01-29T03:46:58.233Z","97","5694","5877"
"217.115.115.148","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","27","Webworld","56792","socks4","3810","1","2024-01-29T03:46:58.232Z","95","5649","5939"
"118.174.219.165","elite","AS23969","TH","TOT Public Company Limited","164","TOT Public Company Limited","2168","socks5","4894","1","2024-01-29T03:46:54.644Z","86","5084","5923"
"195.208.61.116","elite","AS62240","GB","Clouvider Limited","10","Qwarta LLC","52803","socks4","4399","1","2024-01-29T03:46:54.727Z","100","5864","5874"
"119.18.152.138","elite","AS55685","ID","PT. Jala Lintas Media","189","N/A","4145","socks4","3704","1","2024-01-29T03:46:53.106Z","99","5829","5878"
"192.12.113.232","elite","AS61942","BR","Turbonet Telecom Ltda","211","Turbonet Telecom Ltda","4145","socks4","2085","1","2024-01-29T03:46:53.108Z","86","5066","5902"
"110.81.64.45","elite","AS4134","CN","Chinanet","231","Chinanet FJ","21212","socks5","4499","1","2024-01-29T03:46:50.643Z","66","3801","5761"
"189.125.22.10","elite","AS3549","BR","Level 3 Communications, Inc.","194","Cirion Technologies do Brasil Ltda","5678","socks4","318","1","2024-01-29T03:46:50.635Z","99","5751","5818"
"192.141.236.3","elite","AS267483","BR","MSE Serviço de Com. Multimídia EIRELI","176","MSE Serviço de Com. Multimídia EIRELI","5678","socks5","4389","1","2024-01-29T03:46:50.637Z","99","5753","5817"
"69.163.164.68","elite","AS26347","US","New Dream Network, LLC","197","New Dream Network, LLC","49538","socks4","3797","1","2024-01-29T03:46:48.040Z","100","5875","5879"
"104.22.50.220","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","1519","1","2024-01-29T03:46:48.126Z","100","5831","5832"
"139.59.58.141","elite","AS14061","IN","DigitalOcean, LLC","190","DigitalOcean, LLC","7497","socks5","3997","1","2024-01-29T03:46:48.045Z","93","5407","5784"
"202.142.181.162","elite","AS135523","PK","Multinet Broadband","135","Multinet Broadband","8080","socks4","3989","1","2024-01-29T03:46:48.044Z","97","5677","5882"
"37.152.163.95","elite","AS198569","IR","Rahanet Zanjan Co. (Private Joint-Stock)","101","Rahanet Zanjan Co.","4153","socks4","217","1","2024-01-29T03:46:48.042Z","94","5527","5861"
"93.43.193.230","elite","AS12874","IT","Fastweb SpA","80","Fastweb Internet NGA","8080","socks4","3205","1","2024-01-29T03:46:48.128Z","85","5048","5937"
"188.255.244.137","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","37","Orion Telekom Tim d.o.o.Beograd","1080","socks4","3802","1","2024-01-29T03:46:45.045Z","100","5883","5901"
"182.16.191.202","elite","AS17995","ID","PT iForte Global Internet","800","N/A","5678","socks4","4787","1","2024-01-29T03:46:45.044Z","71","4137","5827"
"103.199.97.33","elite","AS45804","IN","New Shivam Cable Network","165","N/A","39825","socks4","5187","1","2024-01-29T03:46:45.040Z","98","5779","5908"
"45.7.210.195","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","238","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4206","1","2024-01-29T03:46:45.043Z","99","5797","5838"
"183.88.192.215","elite","AS45629","TH","Triple T Broadband Public Company Limited","183","Triple T Broadband Public Company Limited","8080","socks4","4293","1","2024-01-29T03:46:45.046Z","99","5857","5895"
"51.75.173.161","elite","AS16276","GB","OVH SAS","9","Serverfrus Amin","1080","socks4","3617","1","2024-01-29T03:46:45.140Z","100","5988","6005"
"185.22.31.227","elite","AS50810","IR","Mobin Net Communication Company (Private Joint Stock)","119","Mobin Net Communication Company (Private Joint Stock)","4153","socks4","4101","1","2024-01-29T03:46:41.240Z","98","5842","5963"
"114.134.90.43","elite","AS38031","BD","OptiMax Communication Ltd","189","Cable modem client group","5678","socks4","301","81","2024-01-29T03:46:41.239Z","87","5105","5901"
"45.112.125.62","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks5","4212","1","2024-01-29T03:46:41.237Z","99","5899","5948"
"137.74.95.150","elite","AS16276","PL","OVH SAS","6","OVH SAS","13559","socks4","6197","1","2024-01-29T03:46:38.231Z","100","5920","5920"
"206.189.85.92","elite","AS14061","SG","DigitalOcean, LLC","150","DigitalOcean, LLC","7497","socks5","4586","1","2024-01-29T03:46:38.038Z","100","5811","5814"
"98.111.251.101","elite","AS701","US","Verizon Business","93","Verizon Business","1585","socks4","4511","1","2024-01-29T03:46:38.031Z","99","5733","5807"
"34.64.4.27","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","281","Google LLC","80","socks4","1301","1","2024-01-29T03:46:38.034Z","100","5798","5798"
"177.85.205.29","elite","AS52554","BR","S. A. da Silva Junior","182","S. A. da Silva Junior","3629","socks4","3987","1","2024-01-29T03:46:38.033Z","99","5745","5819"
"38.127.179.194","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","3513","1","2024-01-29T03:46:38.230Z","100","5869","5883"
"203.30.190.93","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","4803","1","2024-01-29T03:46:38.035Z","100","5900","5901"
"143.95.103.43","elite","AS46606","US","Unified Layer","137","Athenix Inc","60088","socks4","2099","1","2024-01-29T03:46:35.629Z","95","5540","5853"
"216.80.120.100","elite","AS6079","US","RCN","104","RCN Corporation","3820","socks5","4997","1","2024-01-29T03:46:35.541Z","97","5730","5898"
"213.149.103.133","elite","AS8585","ME","Crnogorski Telekom a.d.Podgorica","83","T ComServeri","61859","socks5","4788","1","2024-01-29T03:46:35.732Z","100","5874","5883"
"159.192.233.69","elite","AS131090","TH","CAT-BB","295","N/A","4145","socks5","3319","1","2024-01-29T03:46:35.807Z","80","4744","5894"
"180.183.158.136","elite","AS45629","TH","Triple T Broadband Public Company Limited","160","Triple T Broadband Public Company Limited","5678","socks4","4313","1","2024-01-29T03:46:35.545Z","97","5730","5907"
"114.99.13.48","elite","AS4134","CN","Chinanet","192","Chinanet AH","8004","socks4","5091","1","2024-01-29T03:46:33.536Z","62","3671","5887"
"162.12.217.30","elite","AS204902","FR","Weelax","189","XIWO","3629","socks4","4996","81","2024-01-29T03:46:30.729Z","99","5727","5807"
"80.54.62.254","elite","AS5617","PL","Orange Polska Spolka Akcyjna","81","Tpnet Polaczenia DLA Klient ATM","5678","socks4","4593","1","2024-01-29T03:46:30.728Z","29","1705","5935"
"81.201.63.13","elite","AS8251","CZ","FreeTel, s.r.o.","30","Obcanske sdruzeni SPKFree.Net","36643","socks5","2895","1","2024-01-29T03:46:30.830Z","98","5714","5821"
"220.132.115.147","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","244","Chunghwa Telecom Co. Ltd.","4145","socks4","2690","1","2024-01-29T03:46:30.731Z","21","1245","5942"
"47.243.31.48","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","309","Alibaba.com LLC","45102","socks5","4400","1","2024-01-29T03:46:30.733Z","84","4963","5915"
"181.209.113.234","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","249","Gomez Dario Javier","1082","socks4","5014","1","2024-01-29T03:46:30.734Z","98","5762","5897"
"83.168.84.89","elite","AS35179","PL","ESPOL-FH","65","N/A","4153","socks4","3189","1","2024-01-29T03:46:27.545Z","67","3979","5925"
"177.38.5.132","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","201","FÁBIO MENDES DIAS LTDA ME","4145","socks4","1905","1","2024-01-29T03:46:27.441Z","83","4822","5800"
"41.66.252.134","elite","AS29614","GH","Vodafone Ghana","194","MEO Serv Comunicacpera Mult SA","53281","socks5","2494","1","2024-01-29T03:46:27.544Z","87","5110","5844"
"45.70.204.233","elite","AS267586","BR","Rafael Pierre Barbosa - Me","193","Rafael Pierre Barbosa - Me","4145","socks4","3402","1","2024-01-29T03:46:27.440Z","99","5837","5874"
"107.189.10.139","elite","AS53667","LU","FranTech Solutions","12","BuyVM","10808","socks4","4303","1","2024-01-29T03:46:27.439Z","88","5100","5826"
"193.136.14.120","elite","AS1930","PT","Fundacao para a Ciencia e a Tecnologia, I.P.","91","N/A","80","socks4","4886","1","2024-01-29T03:46:27.531Z","95","5676","5963"
"43.134.164.228","elite","AS132203","SG","Aceville Pte.ltd","392","N/A","443","socks5","5211","1","2024-01-29T03:46:24.044Z","89","5256","5898"
"206.189.9.30","elite","AS14061","NL","DigitalOcean, LLC","15","DigitalOcean, LLC","42331","socks5","929","1","2024-01-29T03:46:24.233Z","100","5824","5826"
"111.92.164.242","elite","AS23671","ID","Greem Pramuka","211","N/A","52347","socks4","4588","1","2024-01-29T03:46:24.046Z","43","2536","5891"
"131.108.118.27","elite","AS264353","BR","Catalão Bandnet Serviços Multimídia LTDA - ME","235","Catalão Bandnet Serviços Multimídia LTDA - ME","2022","socks4","3094","1","2024-01-29T03:46:24.042Z","99","5784","5819"
"203.30.190.30","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","4985","1","2024-01-29T03:46:24.041Z","100","5808","5808"
"94.232.125.200","elite","AS197225","LT","UAB \"Airnet\"","46","UAB \"Airnet\"","5678","socks4","3990","1","2024-01-29T03:46:20.743Z","100","5831","5839"
"209.97.170.248","elite","AS14061","SG","DigitalOcean, LLC","164","DigitalOcean, LLC","8080","socks5","5103","1","2024-01-29T03:46:20.831Z","87","5005","5733"
"185.157.109.5","elite","AS202652","EE","SkyLive Telecom ldt","80","Elevi","5678","socks4","3110","81","2024-01-29T03:46:20.843Z","100","5840","5862"
"112.193.121.104","elite","AS4837","CN","China Unicom CHINA169 Sichuan Province Network","192","N/A","24388","socks5","4189","1","2024-01-29T03:46:20.830Z","46","2643","5743"
"5.11.17.230","elite","AS42705","IQ","talia.net","82","Talia Ltd","1080","socks5","1410","1","2024-01-29T03:46:20.829Z","96","5673","5892"
"27.123.1.1","elite","AS45706","ID","PT Tele Globe Global","188","N/A","4153","socks4","4102","1","2024-01-29T03:46:20.745Z","99","5834","5883"
"110.78.148.249","elite","AS131090","TH","CAT-BB","281","N/A","4153","socks4","2289","1","2024-01-29T03:46:20.741Z","78","4558","5843"
"84.241.25.151","elite","AS31549","IR","SHATEL Network","117","Arya Rasana Tadbir Co.","80","socks4","1889","1","2024-01-29T03:46:17.541Z","83","4789","5740"
"180.183.1.145","elite","AS45629","TH","Triple T Broadband Public Company Limited","188","Triple T Broadband Public Company Limited","4153","socks4","4392","1","2024-01-29T03:46:17.604Z","94","5458","5786"
"185.36.132.223","elite","AS199752","NL","Go-Trex Internet Solution Partner","18","Go-Trex","9050","socks5","3913","89","2024-01-29T03:46:17.634Z","100","5831","5834"
"161.97.156.209","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","29118","socks5","4611","83","2024-01-29T03:46:17.618Z","100","5737","5739"
"75.176.225.10","elite","AS11426","US","Spectrum","100","Road Runner","33150","socks4","1484","1","2024-01-29T03:46:17.633Z","98","5825","5914"
"64.225.58.131","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","8000","socks4","4988","1","2024-01-29T03:46:17.630Z","93","5499","5921"
"45.70.237.131","elite","AS52468","EC","Ufinet Panama S.A.","167","Negocios Y Telefonia Nedetel S.A","4145","socks4","4099","1","2024-01-29T03:46:17.626Z","100","5784","5810"
"104.18.237.128","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4920","1","2024-01-29T03:46:17.605Z","100","5853","5854"
"189.10.103.98","elite","AS8167","BR","V tal","285","V tal","3128","socks5","1901","1","2024-01-29T03:46:17.607Z","97","5619","5798"
"190.109.72.10","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","221","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","694","83","2024-01-29T03:46:17.606Z","99","5869","5931"
"110.77.161.197","elite","AS131090","TH","CAT Telecom Public Company Limited","282","CAT BB","4145","socks4","3003","1","2024-01-29T03:46:14.229Z","82","4792","5814"
"185.94.7.236","elite","AS200848","CZ","ISP Alliance a.s.","29","GRAPE SC","4145","socks4","5093","1","2024-01-29T03:46:14.341Z","100","5864","5879"
"176.74.118.133","elite","AS34797","GE","EGRISI","100","Systemnet LTD","5678","socks4","4815","1","2024-01-29T03:46:14.228Z","99","5831","5878"
"185.184.197.101","elite","AS21277","IQ","Allay Nawroz Telecom Company for Communication/Ltd.","82","Tarin General Trading and Setting Up Internet Device LTD","5678","socks4","4000","1","2024-01-29T03:46:14.340Z","98","5856","5948"
"178.128.21.246","elite","AS14061","SG","DigitalOcean, LLC","163","Digitalocean","56108","socks4","4299","1","2024-01-29T03:46:14.226Z","99","5736","5822"
"195.201.19.84","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner Online GmbH","443","socks4","133","1","2024-01-29T03:46:10.640Z","100","5740","5763"
"183.89.176.143","elite","AS45629","TH","Triple T Broadband Public Company Limited","198","Triple T Broadband Public Company Limited","5678","socks4","4002","1","2024-01-29T03:46:10.632Z","91","5358","5862"
"222.217.74.162","elite","AS4134","CN","Chinanet","283","Chinanet GX","1111","socks5","2895","1","2024-01-29T03:46:10.634Z","85","4986","5892"
"139.162.151.176","elite","AS63949","DE","Akamai Technologies, Inc.","11","Linode, LLC","9050","socks5","3510","2","2024-01-29T03:46:10.637Z","100","5929","5929"
"51.68.93.11","elite","AS16276","FR","OVH SAS","8","OVH","46979","socks5","4691","81","2024-01-29T03:46:10.829Z","100","5819","5819"
"172.67.231.3","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2913","1","2024-01-29T03:46:10.636Z","100","5852","5852"
"81.199.14.14","elite","AS36892","GB","IPTEC Limited","204","Gilat Satcom Ltd.","1088","socks4","4715","1","2024-01-29T03:46:10.638Z","59","3472","5879"
"172.98.169.213","elite","AS5650","NL","Frontier Communications of America, Inc.","80","BraveWay LLC","45395","socks4","2204","1","2024-01-29T03:46:10.641Z","100","5829","5835"
"109.234.39.199","elite","AS216071","NL","Servers Tech Fzco","96","Servers Tech Fzco","26115","socks5","4998","1","2024-01-29T03:46:10.827Z","94","5562","5886"
"218.1.200.244","elite","AS4812","CN","China Telecom","288","N/A","57114","socks5","4601","81","2024-01-29T03:46:10.635Z","50","2924","5795"
"168.227.158.61","elite","AS52898","BR","Multipla Serviços Inteligentes","295","Multipla Serviços Inteligentes","4145","socks4","5099","1","2024-01-29T03:46:07.240Z","99","5841","5893"
"181.88.73.182","elite","AS7303","AR","Telecom Argentina S.A","282","Telecom Acceso","5678","socks4","4098","1","2024-01-29T03:46:07.242Z","99","5903","5933"
"222.124.130.196","elite","AS7713","ID","Telekomunikasi Indonesia","196","PT. TELKOM INDONESIA","4145","socks4","3896","84","2024-01-29T03:46:07.328Z","81","4837","5944"
"103.215.24.162","elite","AS9341","ID","PT.Indonesia Comnets Plus","198","N/A","5678","socks4","5099","1","2024-01-29T03:46:07.244Z","42","2449","5841"
"124.109.22.174","elite","AS38527","ID","PT. JAWA POS NATIONAL NETWORK MEDIALINK","179","N/A","5678","socks4","694","1","2024-01-29T03:46:07.245Z","93","5483","5909"
"124.131.202.102","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","187","N/A","3128","socks5","2691","1","2024-01-29T03:46:07.243Z","68","4016","5863"
"103.199.97.129","elite","AS45804","IN","New Shivam Cable Network","188","N/A","39825","socks4","4510","1","2024-01-29T03:46:03.634Z","98","5734","5879"
"103.82.11.237","elite","AS136156","BD","FNF Online","187","N/A","4153","socks4","4804","1","2024-01-29T03:46:03.639Z","99","5817","5877"
"152.32.78.24","elite","AS17639","PH","ComClark Network & Technology Corp","204","Convergeict","4145","socks4","5097","1","2024-01-29T03:46:03.635Z","96","5689","5908"
"43.128.40.142","elite","AS132203","HK","Aceville Pte.ltd","293","N/A","65533","socks5","1698","1","2024-01-29T03:46:00.029Z","100","5804","5821"
"54.38.151.84","elite","AS16276","GB","OVH SAS","9","OVH Ltd","56789","socks5","3992","83","2024-01-29T03:46:00.132Z","97","5754","5916"
"88.135.41.109","elite","AS57391","IR","Laser Company Ltd","101","Laser IDC","4145","socks4","3112","1","2024-01-29T03:46:00.134Z","81","4737","5838"
"181.6.12.17","elite","AS7303","AR","Telecom Argentina S.A.","384","Telecom Personal Bs","1080","socks5","3892","1","2024-01-29T03:45:59.941Z","43","2507","5853"
"103.47.93.248","elite","AS134058","IN","Broban Internet Services Pvt.ltd","260","Broban  PVT Ltd.","1080","socks4","1195","1","2024-01-29T03:45:59.413Z","99","5793","5856"
"187.73.55.66","elite","AS262668","BR","Mar Provedor de Internet Ltda","190","Mar Provedor de Internet Ltda","5678","socks4","4995","1","2024-01-29T03:45:59.942Z","83","4850","5812"
"43.128.36.71","elite","AS132203","HK","Aceville Pte.ltd","243","N/A","3389","socks5","4509","1","2024-01-29T03:45:59.414Z","22","1259","5840"
"184.174.75.86","elite","AS21769","GB","Colocation America Corporation","144","North Coast Hosting","51724","socks5","2392","1","2024-01-29T03:45:59.409Z","99","5841","5884"
"177.107.32.149","elite","AS28329","BR","G8 NETWORKS LTDA","288","Macedo & Macedo Internet Ltda Me","4153","socks4","1207","1","2024-01-29T03:45:59.417Z","77","4542","5918"
"179.107.83.235","elite","AS52545","BR","BJ NET Provedor de Internet Ltda. - ME","211","BJ NET Provedor de Internet Ltda. - ME","5678","socks4","3283","1","2024-01-29T03:45:59.413Z","99","5843","5905"
"185.162.228.128","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks4","3698","1","2024-01-29T03:45:59.416Z","100","5872","5874"
"103.9.134.148","elite","AS9832","BD","Information Services Network Ltd","194","ISN Gazipur","5678","socks4","122","1","2024-01-29T03:45:59.411Z","97","5728","5931"
"170.150.159.18","elite","AS27901","CL","Pacifico Cable SPA.","292","Pacifico Cable SPA","3389","socks5","5188","1","2024-01-29T03:45:59.943Z","99","5874","5904"
"115.127.75.27","elite","AS24342","BD","BRACNet Limited","181","bracNet","7777","socks4","2006","1","2024-01-29T03:45:56.532Z","97","5675","5828"
"36.90.50.9","elite","AS7713","ID","PT. Telekomunikasi Indonesia","194","Telekomunikasi Indonesia","5678","socks4","1592","2","2024-01-29T03:45:56.535Z","80","4658","5794"
"169.255.136.8","elite","AS36892","SS","IPTEC South Sudan","175","N/A","60279","socks4","2302","1","2024-01-29T03:45:56.531Z","99","5809","5875"
"197.234.13.45","elite","AS36902","SC","Intelvision","169","Intelvision Ltd","4145","socks4","619","1","2024-01-29T03:45:53.044Z","99","5828","5863"
"103.47.93.243","elite","AS134058","IN","Broban Internet Services Pvt.ltd","292","Broban  PVT Ltd.","1080","socks4","3898","1","2024-01-29T03:45:53.041Z","99","5884","5930"
"114.88.100.108","elite","AS4812","CN","China Telecom (Group)","207","Chinanet SH","57114","socks4","5013","1","2024-01-29T03:45:53.039Z","63","3637","5762"
"103.209.230.113","elite","AS60781","TM","WIMS1","10","N/A","4153","socks4","3899","1","2024-01-29T03:45:53.143Z","77","4449","5804"
"43.154.173.221","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","243","Tencent Cloud Computing","1080","socks4","701","1","2024-01-29T03:45:53.128Z","98","5828","5964"
"58.18.43.34","elite","AS4837","CN","CNC Group CHINA169 Neimeng Province Network","296","N/A","10800","socks4","4701","1","2024-01-29T03:45:53.038Z","90","5273","5864"
"5.9.14.21","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","30000","socks5","341","1","2024-01-29T03:45:53.142Z","100","5863","5864"
"194.6.233.122","elite","AS33927","UA","Ukrmirkom LTD","81","Specavtomatica Ltd","3629","socks4","1988","1","2024-01-29T03:45:49.431Z","99","5847","5909"
